Date,Omega,Precipitación,Evaporación
1987-08-03,-0.03,2.971,0.902
1987-08-04,-0.044,4.125,0.923
1987-08-05,-0.009,1.67,0.912
1987-08-06,0.015,1.707,0.914
1987-08-07,-0.038,2.735,1.214
1987-08-08,-0.059,6.889,1.748
1987-08-09,-0.04,5.469,1.911
1987-08-10,0.004,2.49,2.121
1987-08-11,0.013,1.138,1.869
1987-08-12,-0.019,3.09,0.802
1987-08-13,-0.042,7.256,0.238
1987-08-14,-0.02,4.074,0.433
1987-08-15,-0.003,2.505,0.706
1987-08-16,-0.004,2.276,1.228
1987-08-17,0.008,2.432,1.123
1987-08-18,-0.015,3.21,1.3
1987-08-19,-0.019,1.582,1.493
1987-08-20,-0.001,1.77,1.452
1987-08-21,-0.007,1.974,1.209
1987-08-22,-0.066,2.178,1.501
1987-08-23,-0.036,5.001,1.671
1987-08-24,-0.028,3.152,1.648
1987-08-25,-0.049,5.71,2.032
1987-08-26,-0.064,9.283,1.694
1987-08-27,-0.037,6.867,0.741
1987-08-28,0.009,3.039,0.502
1987-08-29,0.045,1.101,0.95
1987-08-30,-0.001,0.621,1.193
1987-08-31,-0.022,0.985,0.678
1988-06-01,0.019,3.545,0.855
1988-06-02,-0.003,1.611,0.335
1988-06-03,-0.028,1.422,0.458
1988-06-04,0.032,0.426,0.533
1988-06-05,0.023,0.428,0.02
1988-06-06,0.026,0.343,0.001
1988-06-07,0.028,0.257,0.001
1988-06-08,-0.015,1.259,0.001
1988-06-09,-0.017,2.197,0.006
1988-06-10,0.02,0.935,0.006
1988-06-11,0.031,0.554,0.081
1988-06-12,0.01,0.91,0.427
1988-06-13,-0.027,1.211,0.741
1988-06-14,-0.008,1.932,1.363
1988-06-15,-0.013,1.273,1.668
1988-06-16,-0.011,1.746,1.725
1988-06-17,0.007,1.867,1.712
1988-06-18,0.015,0.445,1.408
1988-06-19,0.02,0.501,0.953
1988-06-20,-0.031,0.381,0.878
1988-06-21,-0.014,0.221,1.137
1988-06-22,-0.026,0.32,1
1988-06-23,-0.04,0.655,0.934
1988-06-24,-0.004,1.166,0.902
1988-06-25,-0.014,0.865,1.339
1988-06-26,-0.057,2.265,1.732
1988-06-27,0.018,3.329,1.172
1988-06-28,0.002,1.979,0.869
1988-06-29,-0.051,3.855,0.772
1988-06-30,-0.03,6.876,0.62
1988-07-01,-0.02,5.51,0.786
1988-07-02,0.009,1.326,0.863
1988-07-03,0.023,0.805,0.729
1988-07-04,0.016,0.479,0.805
1988-07-05,0.011,0.722,1.063
1988-07-06,0.017,1.243,1.303
1988-07-07,0.013,1.914,1.311
1988-07-08,-0.038,3.964,1.309
1988-07-09,0.004,3.683,0.944
1988-07-10,-0.01,5.178,0.745
1988-07-11,-0.013,3.363,1.171
1988-07-12,-0.01,3.075,0.823
1988-07-13,0.016,2.032,0.353
1988-07-14,-0.009,1.003,0.738
1988-07-15,-0.001,1.636,1.54
1988-07-16,-0.018,3.039,1.447
1988-07-17,-0.009,3.607,1.382
1988-07-18,-0.033,5.187,1.212
1988-07-19,-0.055,7.272,1.173
1988-07-20,-0.029,7.484,0.725
1988-07-21,0.014,3.514,0.211
1988-07-22,0.006,1.409,0.015
1988-07-23,-0.003,1.164,0.08
1988-07-24,-0.025,1.323,0.327
1988-07-25,-0.006,1.723,0.375
1988-07-26,0.013,1.901,0.522
1988-07-27,0.029,1.47,0.951
1988-07-28,0.046,1.456,0.981
1988-07-29,0.026,1.642,1.187
1988-07-30,-0.018,1.714,2.138
1988-07-31,0.008,1.728,2.69
1988-08-01,0.009,0.63,2.473
1988-08-02,0.009,1.586,1.692
1988-08-03,-0.008,3.048,1.872
1988-08-04,-0.022,4.413,1.194
1988-08-05,-0.017,3.674,1.372
1988-08-06,0.024,2.236,1.872
1988-08-07,0.026,1.756,2.008
1988-08-08,-0.021,3.199,1.481
1988-08-09,-0.024,3.449,1.321
1988-08-10,0.018,2.318,1.303
1988-08-11,0.008,1.473,1.122
1988-08-12,0.005,1.319,0.912
1988-08-13,-0.008,3.347,0.83
1988-08-14,0,0.868,0.971
1988-08-15,-0.004,0.775,1.359
1988-08-16,0.032,1.008,1.318
1988-08-17,0.007,0.933,1.195
1988-08-18,-0.038,2.252,0.999
1988-08-19,-0.023,3.675,0.747
1988-08-20,0.003,2.904,0.776
1988-08-21,0.003,1.668,1.203
1988-08-22,-0.022,5.533,0.762
1988-08-23,-0.042,6.931,0.506
1988-08-24,-0.018,2.246,0.596
1988-08-25,-0.001,0.483,0.449
1988-08-26,0.003,0.893,0.328
1988-08-27,-0.039,2.27,0.347
1988-08-28,0,3.289,0.327
1988-08-29,0,2.962,0.266
1988-08-30,0.008,1.206,0.658
1988-08-31,0.022,0.825,1.289
1989-06-01,-0.036,4.271,1.102
1989-06-02,0.007,2.699,1.109
1989-06-03,-0.04,6.157,0.874
1989-06-04,-0.016,7.558,0.91
1989-06-05,0.015,4.521,0.369
1989-06-06,0.008,1.968,0.254
1989-06-07,-0.017,4.496,0.345
1989-06-08,-0.004,2.388,0.334
1989-06-09,-0.007,3.805,0.388
1989-06-10,0.021,2.811,0.224
1989-06-11,-0.005,4.933,0.399
1989-06-12,-0.03,6.439,0.462
1989-06-13,-0.009,6.892,0.856
1989-06-14,-0.022,2.907,0.843
1989-06-15,0.017,2.261,0.112
1989-06-16,0.015,1.989,0.066
1989-06-17,-0.018,2.097,0.047
1989-06-18,-0.007,1.851,0.017
1989-06-19,0.022,0.751,0.69
1989-06-20,0.014,1.859,1.013
1989-06-21,-0.03,2.031,0.658
1989-06-22,-0.049,3.991,0.94
1989-06-23,-0.013,3.691,1.102
1989-06-24,-0.031,2.909,1.071
1989-06-25,-0.04,5.243,1.413
1989-06-26,-0.033,4.179,1.37
1989-06-27,-0.004,5.022,1.036
1989-06-28,0.005,2.215,0.563
1989-06-29,-0.002,1.396,0.481
1989-06-30,-0.014,1.383,0.601
1989-07-01,-0.011,1.838,0.552
1989-07-02,0.015,2.322,0.294
1989-07-03,-0.015,1.93,0.248
1989-07-04,0.002,1.987,0.123
1989-07-05,0.044,1.83,0.027
1989-07-06,-0.003,1.171,0.018
1989-07-07,-0.025,0.727,0.071
1989-07-08,-0.015,0.611,0.21
1989-07-09,0.003,0.69,0.555
1989-07-10,-0.033,0.566,1.09
1989-07-11,-0.029,3.025,1.226
1989-07-12,-0.046,4.154,1.144
1989-07-13,-0.045,3.804,1.045
1989-07-14,-0.031,4.501,0.695
1989-07-15,-0.034,4.274,0.377
1989-07-16,-0.018,2.883,0.322
1989-07-17,0.01,2.715,0.39
1989-07-18,-0.044,5.983,0.387
1989-07-19,-0.015,4.199,0.299
1989-07-20,-0.021,4.104,0.036
1989-07-21,-0.005,2.374,0.006
1989-07-22,0.008,1.722,0
1989-07-23,-0.02,2.237,0.078
1989-07-24,-0.018,2.405,0.356
1989-07-25,-0.015,2.156,1.102
1989-07-26,0.015,1.63,1.811
1989-07-27,0.001,1.805,2.273
1989-07-28,-0.009,1.597,2.231
1989-07-29,0.001,3.233,1.829
1989-07-30,-0.031,4.033,1.656
1989-07-31,-0.034,5.331,1.65
1989-08-01,0.009,2.327,1.432
1989-08-02,0.029,1.452,1.515
1989-08-03,0.035,1.828,1.199
1989-08-04,0.004,1.482,1.097
1989-08-05,-0.019,2.597,1.17
1989-08-06,-0.024,3.359,1.242
1989-08-07,-0.01,3.59,0.736
1989-08-08,0.04,0.31,0.165
1989-08-09,0.023,0.335,0.002
1989-08-10,0.021,0.519,0.038
1989-08-11,-0.001,0.87,0.155
1989-08-12,-0.002,1.853,0.254
1989-08-13,-0.019,3.548,0.713
1989-08-14,-0.015,3.859,0.978
1989-08-15,-0.01,2.17,0.561
1989-08-16,-0.022,2.098,0.569
1989-08-17,0,2.296,0.818
1989-08-18,0.005,2.701,1.265
1989-08-19,0.004,5.007,0.778
1989-08-20,-0.029,4.778,0.644
1989-08-21,-0.02,4.691,1.019
1989-08-22,-0.013,4.684,1.202
1989-08-23,-0.02,4.331,1.182
1989-08-24,-0.039,2.935,1.589
1989-08-25,-0.016,3.027,1.046
1989-08-26,-0.011,3.582,0.708
1989-08-27,-0.033,4.141,2.079
1989-08-28,-0.029,6.43,1.915
1989-08-29,-0.028,4.946,1.428
1989-08-30,-0.002,3.155,1.393
1989-08-31,-0.001,1.963,1.288
1990-06-01,-0.01,1.867,0.134
1990-06-02,-0.023,4.312,0.161
1990-06-03,0.04,3.416,0.242
1990-06-04,0.04,0.552,0.435
1990-06-05,-0.001,0.519,0.601
1990-06-06,-0.045,1.89,0.405
1990-06-07,-0.07,4.143,0.644
1990-06-08,-0.036,4.53,0.706
1990-06-09,-0.034,3.438,0.96
1990-06-10,0.005,2.165,1.312
1990-06-11,0.022,1.236,1.727
1990-06-12,-0.034,0.972,1.928
1990-06-13,-0.033,2.848,1.128
1990-06-14,-0.061,4.337,0.766
1990-06-15,-0.065,5.661,0.804
1990-06-16,-0.047,6.976,0.589
1990-06-17,-0.006,5.682,0.475
1990-06-18,0.001,0.992,1.035
1990-06-19,-0.005,3.35,1.042
1990-06-20,-0.044,5.303,0.841
1990-06-21,-0.011,2.585,1.087
1990-06-22,-0.047,5.761,1.191
1990-06-23,-0.003,2.053,0.92
1990-06-24,0.002,0.421,0.886
1990-06-25,-0.002,0.684,0.692
1990-06-26,-0.033,1.635,0.816
1990-06-27,-0.03,1.036,0.633
1990-06-28,-0.014,2.467,0.649
1990-06-29,-0.033,3.055,0.732
1990-06-30,-0.034,1.174,1.044
1990-07-01,-0.027,1.292,1.882
1990-07-02,0.023,0.381,2.274
1990-07-03,0.017,0.266,2.684
1990-07-04,-0.01,0.785,2.856
1990-07-05,-0.057,2.13,2.058
1990-07-06,-0.031,2.007,1.561
1990-07-07,-0.008,1.732,2.817
1990-07-08,-0.024,1.649,3.866
1990-07-09,-0.046,1.892,2.832
1990-07-10,-0.027,4.281,1.482
1990-07-11,-0.046,6.547,1.427
1990-07-12,-0.063,7.415,1.272
1990-07-13,-0.026,4.018,0.161
1990-07-14,-0.011,3.918,0.001
1990-07-15,-0.006,2.977,0.093
1990-07-16,0.002,1.317,0.435
1990-07-17,0.031,0.568,1.477
1990-07-18,-0.01,1.313,1.915
1990-07-19,-0.029,4.458,2.484
1990-07-20,-0.025,6.248,2.177
1990-07-21,-0.063,7.399,1.762
1990-07-22,-0.043,8.802,1.157
1990-07-23,0.012,2.14,0.584
1990-07-24,0.021,1.341,0.687
1990-07-25,0.011,2.365,1.538
1990-07-26,-0.005,4.796,1.251
1990-07-27,-0.043,3.353,0.942
1990-07-28,-0.021,4.515,1.15
1990-07-29,-0.032,4.541,1.18
1990-07-30,-0.001,2.827,1.134
1990-07-31,-0.005,2.41,0.868
1990-08-01,0.025,0.646,0.725
1990-08-02,0.017,1.666,1.179
1990-08-03,-0.01,4.512,0.954
1990-08-04,-0.032,6.475,0.639
1990-08-05,-0.026,3.382,0.616
1990-08-06,0.004,3.195,0.575
1990-08-07,0.038,0.766,0.714
1990-08-08,0.036,0.16,0.516
1990-08-09,-0.011,0.645,0.21
1990-08-10,-0.012,2.201,0.239
1990-08-11,-0.029,3.33,0.499
1990-08-12,-0.03,4.135,0.823
1990-08-13,-0.02,4.99,1.16
1990-08-14,0.012,3.135,1.491
1990-08-15,-0.023,3.685,1.373
1990-08-16,0.012,3.107,0.876
1990-08-17,0.015,3.004,1.198
1990-08-18,-0.011,3.687,0.853
1990-08-19,-0.052,5.272,0.501
1990-08-20,-0.04,5.848,0.915
1990-08-21,-0.006,3.559,1.495
1990-08-22,0.005,3.375,1.848
1990-08-23,0.002,3.418,1.919
1990-08-24,0.003,2.343,1.111
1990-08-25,0,2.719,0.919
1990-08-26,0.014,1.008,1.053
1990-08-27,0.01,0.357,1.162
1990-08-28,-0.007,0.424,1.124
1990-08-29,-0.022,1.824,0.743
1990-08-30,0.001,1.094,0.393
1990-08-31,-0.003,0.192,0.641
1991-06-01,-0.041,5.174,0.846
1991-06-02,-0.015,6.394,0.525
1991-06-03,-0.015,4.044,0.411
1991-06-04,-0.031,4.545,0.218
1991-06-05,-0.032,2.988,0.304
1991-06-06,-0.011,3.781,0.75
1991-06-07,-0.014,2.718,1.122
1991-06-08,-0.014,1.82,1.099
1991-06-09,-0.008,1.054,1.097
1991-06-10,-0.027,2.715,0.781
1991-06-11,-0.004,2.27,1.247
1991-06-12,0.019,1.391,1.278
1991-06-13,0.013,1.663,0.134
1991-06-14,-0.025,3.509,0.209
1991-06-15,0.003,4.494,0.161
1991-06-16,0.017,3.101,0.163
1991-06-17,0.021,1.481,0.143
1991-06-18,-0.022,1.525,0.153
1991-06-19,-0.023,2.035,0.166
1991-06-20,-0.008,1.791,0.161
1991-06-21,-0.024,3.493,0.174
1991-06-22,-0.057,3.791,0.364
1991-06-23,-0.024,2.648,0.602
1991-06-24,-0.013,0.983,0.826
1991-06-25,0.002,0.279,0.694
1991-06-26,0.011,0.285,0.807
1991-06-27,-0.001,0.288,1.472
1991-06-28,-0.039,0.589,1.457
1991-06-29,-0.018,0.638,2.215
1991-06-30,-0.004,1.189,3.344
1991-07-01,-0.034,2.246,2.642
1991-07-02,-0.009,2.911,2.019
1991-07-03,-0.005,3.34,1.661
1991-07-04,-0.004,1.979,1.1
1991-07-05,-0.011,1.174,0.459
1991-07-06,-0.023,0.378,0.225
1991-07-07,-0.04,0.79,0.358
1991-07-08,-0.043,1.965,0.537
1991-07-09,-0.019,3.422,1.282
1991-07-10,-0.04,4.438,1.526
1991-07-11,-0.033,4.883,1.45
1991-07-12,-0.036,6.112,1.59
1991-07-13,-0.015,4.702,1.878
1991-07-14,0.026,3.143,1.742
1991-07-15,0.035,1.91,1.856
1991-07-16,0.024,0.575,2.314
1991-07-17,0.015,0.881,2.328
1991-07-18,0.022,1.031,1.959
1991-07-19,-0.018,1.31,1.394
1991-07-20,-0.004,1.716,0.996
1991-07-21,-0.013,1.991,1.218
1991-07-22,-0.008,3.512,1.631
1991-07-23,-0.031,3.799,2.19
1991-07-24,-0.019,4.721,1.981
1991-07-25,-0.016,3.222,1.369
1991-07-26,0.006,2.416,1.271
1991-07-27,-0.001,3.71,1.395
1991-07-28,-0.015,3.194,0.978
1991-07-29,-0.004,1.653,0.418
1991-07-30,0.044,0.998,0.19
1991-07-31,0.01,1.01,0.111
1991-08-01,0.002,0.666,0.103
1991-08-02,-0.013,1.911,0.119
1991-08-03,-0.052,3.3,0.156
1991-08-04,-0.038,3.235,0.809
1991-08-05,-0.021,2.722,1.387
1991-08-06,-0.031,3.297,1.453
1991-08-07,-0.03,4.319,1.704
1991-08-08,-0.038,7.645,1.397
1991-08-09,-0.025,5.101,1.131
1991-08-10,0.025,2.536,0.917
1991-08-11,0.012,1.681,1.433
1991-08-12,-0.017,3.139,1.586
1991-08-13,-0.018,3.788,1.111
1991-08-14,-0.004,2.608,0.754
1991-08-15,0.017,1.163,0.679
1991-08-16,0.008,1.447,0.581
1991-08-17,-0.026,3.733,0.446
1991-08-18,-0.004,2.321,0.368
1991-08-19,-0.015,2.094,0.303
1991-08-20,0.034,2.791,0.239
1991-08-21,0.016,1.713,0.195
1991-08-22,0.012,0.386,0.16
1991-08-23,-0.01,1.102,0.236
1991-08-24,-0.007,0.725,0.659
1991-08-25,0.015,0.55,0.851
1991-08-26,0.031,0.706,0.572
1991-08-27,0.028,0.576,0.535
1991-08-28,0.024,0.895,0.788
1991-08-29,0.005,2.106,0.624
1991-08-30,-0.01,2.795,0.366
1991-08-31,-0.049,1.954,0.282
1992-06-01,-0.02,4.627,0.128
1992-06-02,0.008,3.41,0.185
1992-06-03,0.017,2.823,0.479
1992-06-04,0.011,3.171,0.368
1992-06-05,-0.015,4.682,0.09
1992-06-06,-0.02,5.988,0.016
1992-06-07,0,3.223,0.078
1992-06-08,-0.032,4.054,0.2
1992-06-09,-0.033,4.08,0.247
1992-06-10,-0.002,4.062,0.23
1992-06-11,0.003,1.883,0.077
1992-06-12,0.01,1.347,0.041
1992-06-13,-0.008,0.515,0.109
1992-06-14,-0.037,3.034,0.243
1992-06-15,-0.069,3.841,0.248
1992-06-16,-0.051,4.158,0.257
1992-06-17,-0.024,4.573,0.25
1992-06-18,0.002,2.962,0.379
1992-06-19,-0.024,2.816,0.797
1992-06-20,-0.03,3.211,1.062
1992-06-21,0.006,2.752,0.968
1992-06-22,0.009,2.084,0.648
1992-06-23,-0.026,1.288,0.527
1992-06-24,-0.02,1.682,0.559
1992-06-25,-0.024,3.578,0.3
1992-06-26,-0.003,1.755,0.328
1992-06-27,0,2.443,0.325
1992-06-28,0.024,3.687,0.368
1992-06-29,-0.031,2.115,0.237
1992-06-30,-0.028,1.186,0.122
1992-07-01,-0.044,1.853,0.068
1992-07-02,-0.057,5.147,0.058
1992-07-03,0.007,5.413,0.199
1992-07-04,-0.015,1.401,1.093
1992-07-05,-0.015,4.89,1.336
1992-07-06,-0.013,1.933,1.159
1992-07-07,-0.012,2.646,1.146
1992-07-08,-0.028,3.238,1.115
1992-07-09,-0.025,2.34,1.488
1992-07-10,-0.067,4.757,1.914
1992-07-11,-0.02,4.825,2.22
1992-07-12,-0.056,6.455,2.196
1992-07-13,-0.049,8.112,1.633
1992-07-14,-0.007,6.749,0.546
1992-07-15,0.007,3.473,0.467
1992-07-16,-0.033,5.838,0.532
1992-07-17,-0.002,3.799,0.454
1992-07-18,0.004,2.618,0.443
1992-07-19,0.011,2.261,0.932
1992-07-20,-0.039,3.568,1.647
1992-07-21,-0.027,3.752,2.157
1992-07-22,-0.043,6.277,1.538
1992-07-23,-0.044,5.697,1.092
1992-07-24,-0.012,4.969,1.115
1992-07-25,-0.019,6.12,1.243
1992-07-26,-0.049,7.184,1.236
1992-07-27,-0.002,4.649,1.011
1992-07-28,0.019,2.099,0.73
1992-07-29,-0.004,1.655,0.744
1992-07-30,-0.045,6.223,1.025
1992-07-31,-0.012,4.367,0.795
1992-08-01,0.057,2.176,1.172
1992-08-02,-0.006,2.457,1.11
1992-08-03,-0.025,1.846,0.853
1992-08-04,-0.015,4.226,0.644
1992-08-05,-0.019,3.98,0.491
1992-08-06,-0.013,1.596,0.776
1992-08-07,-0.006,5.622,0.708
1992-08-08,0.004,2.733,0.755
1992-08-09,-0.01,1.766,0.985
1992-08-10,-0.024,1.435,0.945
1992-08-11,-0.013,4.158,0.991
1992-08-12,-0.024,3.433,0.756
1992-08-13,-0.005,2.207,0.111
1992-08-14,0.004,2.605,0
1992-08-15,-0.007,1.932,0.002
1992-08-16,0.01,0.826,0.002
1992-08-17,-0.002,2.065,0.015
1992-08-18,-0.026,3.473,0.091
1992-08-19,0.007,1.001,0.155
1992-08-20,0.02,0.473,0.218
1992-08-21,-0.005,0.593,0.209
1992-08-22,0.003,0.817,0.345
1992-08-23,-0.001,1.395,0.384
1992-08-24,-0.031,4.592,0.999
1992-08-25,-0.057,7.737,1.412
1992-08-26,-0.018,5.373,1.289
1992-08-27,0.015,4.301,0.774
1992-08-28,0.034,3.999,0.219
1992-08-29,0.035,1.613,0.128
1992-08-30,-0.004,0.442,0.227
1992-08-31,-0.017,1.691,0.504
1993-06-01,0.012,1.875,0.012
1993-06-02,-0.047,3.153,0.009
1993-06-03,-0.045,2.066,0
1993-06-04,-0.065,4.198,0.013
1993-06-05,0.006,3.581,0.095
1993-06-06,0.006,1.195,0.238
1993-06-07,-0.087,4.126,0.277
1993-06-08,-0.018,6.011,0.21
1993-06-09,0.007,4.328,0.348
1993-06-10,0.008,2.831,1.261
1993-06-11,-0.001,1.619,1.302
1993-06-12,-0.013,1.974,1.434
1993-06-13,-0.016,3.495,1.58
1993-06-14,-0.025,2.839,1.511
1993-06-15,-0.009,1.593,1.68
1993-06-16,-0.012,2.399,2.159
1993-06-17,-0.058,4.876,1.959
1993-06-18,-0.061,8.435,1.127
1993-06-19,-0.056,9.422,1.405
1993-06-20,-0.005,4.625,1.001
1993-06-21,0.002,2.367,1.251
1993-06-22,-0.003,1.688,1.204
1993-06-23,-0.018,2.929,0.616
1993-06-24,-0.062,6.578,0.672
1993-06-25,-0.005,5.535,0.74
1993-06-26,-0.008,2.016,1.226
1993-06-27,-0.019,2.432,1.339
1993-06-28,-0.046,2.903,1.26
1993-06-29,-0.048,3.505,1.353
1993-06-30,-0.064,6.66,1.799
1993-07-01,-0.054,6.403,1.525
1993-07-02,-0.042,5.946,1.362
1993-07-03,-0.015,4.212,2.018
1993-07-04,-0.027,3.681,1.022
1993-07-05,-0.018,4.962,1.021
1993-07-06,0.008,4.481,1.117
1993-07-07,-0.033,7.179,1.12
1993-07-08,-0.028,5.37,1.29
1993-07-09,-0.05,6.306,1.842
1993-07-10,-0.019,3.246,1.817
1993-07-11,-0.053,5.637,1.908
1993-07-12,-0.026,3.998,1.697
1993-07-13,-0.033,5.209,1.415
1993-07-14,-0.058,8.156,0.949
1993-07-15,-0.048,5.509,1.069
1993-07-16,-0.042,2.902,1.222
1993-07-17,-0.033,4.804,1.289
1993-07-18,-0.039,6.217,1.732
1993-07-19,-0.021,4.09,1.537
1993-07-20,-0.015,4.963,1.908
1993-07-21,-0.034,4.371,1.918
1993-07-22,-0.027,5.153,1.02
1993-07-23,-0.01,4.469,1.049
1993-07-24,-0.031,4.84,0.921
1993-07-25,-0.026,4.716,1.037
1993-07-26,-0.006,1.491,1.57
1993-07-27,-0.045,3.712,1.474
1993-07-28,-0.03,0.983,1.889
1993-07-29,0.011,1.346,2.128
1993-07-30,0.006,0.398,1.932
1993-07-31,-0.01,1.459,1.174
1993-08-01,-0.036,3.656,0.699
1993-08-02,0.013,2.169,0.527
1993-08-03,-0.023,3.228,0.609
1993-08-04,0.013,2.677,0.68
1993-08-05,-0.02,3.081,0.979
1993-08-06,-0.015,5.542,0.807
1993-08-07,0.003,2.71,1.119
1993-08-08,0.004,1.184,1.607
1993-08-09,-0.012,1.583,1.655
1993-08-10,-0.028,4.093,1.51
1993-08-11,-0.018,2.555,1.647
1993-08-12,-0.041,5.67,1.443
1993-08-13,-0.024,5.35,1.417
1993-08-14,0.005,2.844,1.512
1993-08-15,-0.012,4.222,1.456
1993-08-16,-0.043,3.745,1.352
1993-08-17,-0.017,2.278,1.786
1993-08-18,-0.017,2.894,2.276
1993-08-19,-0.033,4.296,2.524
1993-08-20,-0.03,2.343,1.88
1993-08-21,-0.012,1.902,1.638
1993-08-22,0.001,2.155,2.11
1993-08-23,-0.024,2.234,1.906
1993-08-24,0.007,2.219,1.014
1993-08-25,-0.01,1.305,1.495
1993-08-26,-0.025,1.814,2.205
1993-08-27,-0.027,2.885,1.383
1993-08-28,-0.021,3.681,0.955
1993-08-29,-0.029,4.206,1.27
1993-08-30,-0.05,6.143,1.228
1993-08-31,-0.023,6.329,0.572
1994-06-01,-0.054,1.56,0.3
1994-06-02,-0.042,3.318,0.755
1994-06-03,-0.022,2.21,0.984
1994-06-04,0.002,0.642,0.917
1994-06-05,-0.013,3.84,0.507
1994-06-06,-0.043,3.234,0.418
1994-06-07,-0.036,3.533,0.244
1994-06-08,-0.068,6.228,0.067
1994-06-09,-0.027,2.9,0.113
1994-06-10,-0.015,2.11,0.224
1994-06-11,-0.011,2.301,0.478
1994-06-12,-0.009,2.395,0.774
1994-06-13,-0.04,3.614,0.986
1994-06-14,0.001,1.184,1.089
1994-06-15,-0.038,0.342,1.071
1994-06-16,-0.033,1.16,1.06
1994-06-17,-0.036,1.538,1.059
1994-06-18,-0.04,2.54,1.501
1994-06-19,-0.03,1.824,1.762
1994-06-20,-0.009,2.26,1.019
1994-06-21,-0.04,3.439,0.343
1994-06-22,-0.006,3.254,0.145
1994-06-23,-0.06,7.322,0.074
1994-06-24,-0.02,5.423,0.003
1994-06-25,-0.004,1.691,0.007
1994-06-26,-0.055,2.959,0.023
1994-06-27,-0.006,3.369,0.035
1994-06-28,-0.011,1.108,0.179
1994-06-29,0.013,1.177,0.467
1994-06-30,0.011,2.244,0.463
1994-07-01,-0.028,1.604,0.556
1994-07-02,-0.053,4.453,0.753
1994-07-03,-0.025,3.488,0.713
1994-07-04,-0.019,3.394,0.76
1994-07-05,-0.01,2.445,1.394
1994-07-06,-0.023,3.006,0.962
1994-07-07,-0.083,6.99,0.426
1994-07-08,-0.013,5.124,0.474
1994-07-09,0.012,2.97,0.946
1994-07-10,-0.009,1.982,1.2
1994-07-11,0.001,0.742,1.33
1994-07-12,-0.025,2.515,1.266
1994-07-13,-0.045,5.158,1.042
1994-07-14,-0.036,4.68,0.989
1994-07-15,0,3.526,1.167
1994-07-16,-0.007,4.587,1.747
1994-07-17,-0.028,3.631,2.249
1994-07-18,0.001,1.983,2.119
1994-07-19,0.002,1.874,1.781
1994-07-20,-0.049,2.802,1.592
1994-07-21,-0.024,5.417,1.472
1994-07-22,0,2.551,0.956
1994-07-23,-0.018,1.529,0.801
1994-07-24,-0.023,1.509,1.024
1994-07-25,-0.015,2.441,0.803
1994-07-26,-0.045,3.485,0.467
1994-07-27,0.013,2.493,0.15
1994-07-28,-0.005,2.892,0.001
1994-07-29,-0.001,1.318,0.007
1994-07-30,-0.008,2.003,0.184
1994-07-31,-0.001,0.868,0.353
1994-08-01,-0.025,2.325,1.05
1994-08-02,-0.043,2.973,1.606
1994-08-03,-0.014,3.032,1.287
1994-08-04,-0.055,4.198,1.037
1994-08-05,-0.015,3.514,0.575
1994-08-06,0.024,1.247,0.294
1994-08-07,-0.013,0.669,0.504
1994-08-08,-0.066,1.312,0.618
1994-08-09,-0.031,1.563,0.759
1994-08-10,-0.029,4.32,0.944
1994-08-11,-0.031,2.111,1.093
1994-08-12,-0.004,1.758,0.959
1994-08-13,-0.023,2.099,0.461
1994-08-14,-0.051,4.21,0.56
1994-08-15,0.02,3.477,0.396
1994-08-16,0.024,0.989,0.158
1994-08-17,-0.007,3.119,0.175
1994-08-18,-0.016,3.615,0.212
1994-08-19,-0.039,1.933,0.24
1994-08-20,-0.037,4.424,0.352
1994-08-21,0.01,3.338,0.339
1994-08-22,0.016,1.649,0.237
1994-08-23,0.018,0.473,0.481
1994-08-24,-0.03,0.776,0.721
1994-08-25,0.008,1.206,1.166
1994-08-26,-0.006,3.829,0.855
1994-08-27,-0.004,0.594,0.816
1994-08-28,-0.035,1.109,0.857
1994-08-29,-0.033,3.496,1.07
1994-08-30,-0.042,3.811,1.652
1994-08-31,-0.052,6.622,1.815
1995-06-01,0.002,2.298,0.459
1995-06-02,-0.039,3.231,0.539
1995-06-03,-0.04,5.389,0.687
1995-06-04,-0.026,5.276,0.574
1995-06-05,-0.019,4.61,0.693
1995-06-06,-0.02,2.687,0.245
1995-06-07,-0.031,3.141,0.171
1995-06-08,-0.084,4.603,0.185
1995-06-09,-0.069,6.225,0.124
1995-06-10,-0.052,6.12,0.245
1995-06-11,0.018,3.755,0.322
1995-06-12,0.009,2.902,0.02
1995-06-13,0.019,0.667,0.003
1995-06-14,0.01,0.312,0.003
1995-06-15,0.01,0.375,0.002
1995-06-16,-0.022,0.176,0.063
1995-06-17,0.005,0.458,0.259
1995-06-18,0.007,0.602,1.076
1995-06-19,0,0.812,1.781
1995-06-20,-0.009,0.776,1.469
1995-06-21,-0.018,1.511,1.279
1995-06-22,-0.005,2.778,1.042
1995-06-23,-0.017,4.134,0.99
1995-06-24,-0.038,4.658,0.934
1995-06-25,-0.018,5.199,0.319
1995-06-26,-0.021,5.396,0.081
1995-06-27,0.002,5.53,0.108
1995-06-28,-0.018,3.797,0.131
1995-06-29,-0.055,6.089,0.184
1995-06-30,-0.006,3.603,0.177
1995-07-01,0.012,1.931,0.005
1995-07-02,0.015,2.089,0.012
1995-07-03,0.013,1.886,0.012
1995-07-04,-0.025,5.832,0.068
1995-07-05,0.007,6.186,0.085
1995-07-06,0.01,1.613,0.267
1995-07-07,-0.003,1.049,0.682
1995-07-08,0.017,0.901,0.875
